id,name,tenant_id,store_no,enterprise,domain,province,time_zone,website,Pharmacy Address__unit,Pharmacy Address__street_number,Pharmacy Address__street_name,Pharmacy Address__city,Pharmacy Address__province,Pharmacy Address__postal_code,Pharmacy Address__po_box,Pharmacy Address__latitude,Pharmacy Address__longitude,Pharmacy Address__street_address,Pharmacy Address__country,google_place_id
4f097849-969f-4b56-b6e1-486847441f37,SHOPPERS DRUG MART West Village Mall,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0364,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,110,COLUMBIA BLVD. W,Lethbridge,AB,T1K 4J4,,49.6757,-112.8736,110 COLUMBIA BLVD. W,Canada,
4f1340ac-d19f-4ed1-80e1-c46c153f51a6,The Medicine Shoppe 129,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://medicineshoppe129.medmeapp.ca,AB,America/Edmonton,https://www.medicineshoppe.ca/en/alberta/high-prairie/the-medicine-shoppe-pharmacy-129-7009326,,4409,Pleasantview Drive,High Prairie,Alberta,T0G 1E0,,,,,Canada,
4f157e30-abea-4514-945d-f133864818f7,LONDON DRUGS Colwood,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0046,LDRUGS,https://londondrugs.medmeapp.com,BC,America/Vancouver,https://www.londondrugs.com,,1907,Sooke Road,Victoria,BC,V9B 1V8,,48.44148162,-123.4685912,1907 Sooke Road,Canada,
4f361d4b-ab56-4eb3-b1a9-8d3e0516992f,Michael's NOFRILLS Clarenville - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,6804,LCL,https://shoppersdrugmart.medmeapp.com/lcl,NL,America/St_Johns,https://shoppersdrugmart.ca,,240,B Memorial Dr,Clarenville,NL,A5A 1N9,,48.161623,-53.970776,240 B Memorial Dr,Canada,
4f406ccd-0d5a-4a78-96f7-24fd1a3c17ad,East Maple Ridge,c79c2656-0a6d-4e20-98bf-15a775eaae53,935,SOF,https://saveonfoodspharmacy.medmeapp.com,BC,America/Vancouver,https://www.saveonfoods.com,,22703,Lougheed Hwy,Maple Ridge,BC,V2X 2V5,,49.217545,-122.591956,22703 Lougheed Hwy,Canada,
4f4ac5f5-cc65-4b4d-8aad-908b7e882d1c,Atlantic Superstore rue Principale - Loblaw pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0316,LCL,https://shoppersdrugmart.medmeapp.com/lcl,NB,America/Moncton,https://shoppersdrugmart.ca,,3455,rue Principale,Tracadie,NB,E1X 1C8,,47.518935,-64.912171,"3455, rue Principale",Canada,
4f58a02b-f157-4fb6-80d5-400b552029ec,Emerald Pharmacy Remedy'sRx,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://emeraldpharmacy.medmeapp.ca,ON,America/Toronto,https://emeraldpharmacy.wixsite.com/emerald,Unit F,140,Hespeler Rd,Cambridge,ON,N1R 3H2,,,,,Canada,
4f5b4448-8a79-4b67-868b-af2634ebf38a,Real Canadian Superstore Grandview Highway - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1520,LCL,https://shoppersdrugmart.medmeapp.com/lcl,BC,America/Vancouver,https://shoppersdrugmart.ca,,3185,Grandview Hwy,Vancouver,BC,V5M 2E9,,49.25912,-123.0356,3185 Grandview Hwy,Canada,
4f5e5765-3bf1-467c-bba0-9cfa20414858,Medicine Shoppe Victoria,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://medicineshoppeonfort.medmeapp.ca,BC,America/Vancouver,http://www.medicineshoppeonfort.com/,Unit #104B,1964,Fort Street,Victoria,British Columbia,V8R 6R3,,,,,Canada,
4f6985ed-06e7-4464-9f44-4e85f513f9d7,Lapsley IDA Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://lapsleyidapharmacy.medmeapp.ca,ON,America/Toronto,https://lapsleypharmacy.com/,,27,Lapsley Rd,Scarborough,ON,M1B 1K1,,,,,Canada,
4f77430c-c340-4815-b418-a8f3a7a9ea2b,Warman Pharmasave,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://warmanpharmasave.medmeapp.ca,SK,America/Regina,https://pharmasave.com/warman/,Unit #9,910,Centennial Blvd,Warman,SK,S0K 4S1,,,,,Canada,
4f79fcaa-a2d1-449f-b977-eb54c0b40c3b,Ekaterine Karaindros Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0297,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,4691,Samson,Laval,QC,H7W 2H5,,45.5291177,-73.7592425,,Canada,
4f8503d3-d717-4434-8a59-163d333c4b96,Blue Sky Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://blueskypharmacy.medmeapp.ca,ON,America/Toronto,www.blueskypharmacy.ca,,1176,St. Clair Ave. W,Toronto,ON,M6E 1B4,,,,,Canada,
4fb8db67-b4cc-493e-92dd-2b650bc452e8,SHOPPERS DRUG MART Northlands Shopping Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2304,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,2440,DIVISION AVENUE NW,Medicine Hat,AB,T1C 1Z2,,50.063,-110.688,2440 DIVISION AVENUE NW,Canada,
4ff01357-3a8e-4483-95e8-72f6c2c38b0b,Joti's NOFRILLS Vancouver - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4979,LCL,https://shoppersdrugmart.medmeapp.com/lcl,BC,America/Vancouver,https://shoppersdrugmart.ca,,310,W Broadway,Vancouver,BC,V5Y 1R2,,49.262842,-123.11157,310 W Broadway,Canada,
4ffc3320-eeaf-45ef-8798-acef22886c9d,LONDON DRUGS Courtenay,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0067,LDRUGS,https://londondrugs.medmeapp.com,BC,America/Vancouver,https://www.londondrugs.com,,2751,Cliffe Avenue,Courtenay,BC,V9N 2L8,,49.67382299,-124.9839933,2751 Cliffe Avenue,Canada,
4ffd49ce-851e-4aa0-8558-51c3ba40540d,SHOPPERS DRUG MART Frontier Shopping Mall,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0403,SDM,https://shoppersdrugmart.medmeapp.com,SK,America/Regina,https://shoppersdrugmart.ca,,11412,RAILWAY AVE E,North Battleford,SK,S9A 3G8,,52.7601,-108.274,11412 RAILWAY AVE E,Canada,
5022dd6a-8c5b-4dc1-a731-7e128152e4f0,"MOHAMMAD AHMED EL-SAKKARY, Pharmacien(ne.s) Propriétaire(s)",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,3056,PHX,https://scheduler.pharmaprix.ca,QC,America/Toronto,https://pharmaprix.ca,,175,STILLVIEW ROAD,POINTE-CLAIRE,QC,H9R 4S3,,45.4498,-73.8329,175 STILLVIEW ROAD,Canada,
5031f02d-15b1-4f8a-9ff8-4c3923f8fb68,Jean Thibault Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0004,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,75,Taché Ouest,Montmagny,QC,G5V 3A6,,46.9806861,-70.5682541,,Canada,
504ab7ca-61a7-409e-b162-1912f2ad892f,SHOPPERS DRUG MART Millcroft Shopping Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0726,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,2080,APPLEBY LINE,Burlington,ON,L7L 6M6,,43.3969,-79.7959,2080 APPLEBY LINE,Canada,
50587657-971d-4df9-b2aa-f4127e663507,LONDON DRUGS First Regina East,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0063,LDRUGS,https://londondrugs.medmeapp.com,SK,America/Regina,https://www.londondrugs.com,,2072,Prince of Wales Drive,Regina,SK,S4V 3A6,,50.44665081,-104.5370828,2072 Prince of Wales Drive,Canada,
505f39d5-9dc9-4be1-926b-e9d84ae8616c,Morello's Your Independent Grocer Peterborough - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4108,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,400,Lansdowne St E,Peterborough,ON,K9L 0B2,,44.292969,-78.289704,400 Lansdowne St E,Canada,
5098f2bd-fe58-4fd8-8dc5-1576aa5acaa0,Anderson's YIG,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4247,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,455,Mcneely Ave,Carleton Place,ON,K7C 4S6,,45.13386,-76.12029,455 Mcneely Ave,Canada,
50b8d1eb-3af6-47dc-a322-8d09ebe562d5,SHOPPERS DRUG MART Queen Street East,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1333,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,237,QUEEN ST. E.,Toronto,ON,M5A 1S5,,43.6545,-79.3691,237 QUEEN ST. E.,Canada,
50c09e78-2e94-449e-93af-220e1bdbe8ee,Mitch's Your Independent Grocer Vanderhoof - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4907,LCL,https://shoppersdrugmart.medmeapp.com/lcl,BC,America/Vancouver,https://shoppersdrugmart.ca,,2110,Ryley Ave,Vanderhoof,BC,V0J 3A0,,54.01316,-124.0074,2110 Ryley Ave,Canada,
50d0bc4c-a51c-43b4-836f-96ca9bdf41f4,Adam's NOFRILLS Vegreville - DRUGStore Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4380,LCL,https://shoppersdrugmart.medmeapp.com/lcl,AB,America/Edmonton,https://shoppersdrugmart.ca,,4734,50th Ave,Vegreville,AB,T9C 1L1,,53.49198,-112.04356,4734 50th Ave,Canada,
50e07c5b-ad88-4642-8d21-c0af7825bb73,St. Walburg Pharmacy,a2708f9f-988b-409d-ae78-5c6c4c6baf0b,,RUBICON,https://stwalburgpharmacy.medmeapp.com,SK,America/Regina,https://rubiconpharmacies.com,,31,Main Street,St. Walburg,SK,S0M 2T0,Box 10,,,31 Main Street  [Box 10],Canada,
50e46454-0d07-4504-9eb2-e6c6c5ce075d,Germain Chartier & Livio Parolin Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0216,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,9021,Saint-Michel,Montréal,QC,H1Z 3G3,,45.5712783,-73.6251227,,Canada,
511a943c-75e1-4f91-b55f-3355febcfb94,Sherway Medical,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,8195,REXALL,https://rexall.medmeapp.com/8195,ON,America/Toronto,https://www.rexall.ca,,190,Sherway Dr,Toronto,ON,M9C 5N2,,43.6086724,-79.5602732,190 Sherway Dr,Canada,
511c5a41-9d82-41fa-8810-143b1dfa39fb,Pharmacy Pacific 1,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,,BC,America/Vancouver,,,1,Street Name,City,British Columbia,A1A 1A1,,,,,CA,
5122b1b3-68f4-4832-b6cd-d3bda038d583,SHOPPERS DRUG MART Blackburn Shopping Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0634,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,2638,INNES RD,Gloucester,ON,K1B 4Z5,,45.4311,-75.563,2638 INNES RD,Canada,
5126a2ac-b34d-4b51-82c5-5c9d4a6d0369,SHOPPERS DRUG MART Winnipeg Square Complex,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0540,SDM,https://shoppersdrugmart.medmeapp.com,MB,America/Winnipeg,https://shoppersdrugmart.ca,UNIT 2,360,MAIN ST.,Winnipeg,MB,R3C 3Z8,,49.8941,-97.1386,360 MAIN ST.,Canada,
513384bd-c10e-4f6a-8a36-f739dc8d8eba,Sandstone McKenzie,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,SANDSTONE,https://sandstonemckenzie.medmeapp.com,AB,America/Edmonton,https://www.sandstonepharmacies.com,,16630,Mckenzie Lake Blvd SE,Calgary,AB,T2Z 1N4,,,,,Canada,
5152808d-9dfb-4257-9f9e-df9c327b7cbd,SHOPPERS DRUG MART Broadway & Carnarvon,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0238,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,,3020,WEST BROADWAY,Vancouver,BC,V6K 2H1,,49.26408,-123.17218,3020 WEST BROADWAY,Canada,
515c6ece-f67f-4533-9ee4-b86958b70133,Milk River Rexall,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,7280,REXALL,https://rexall.medmeapp.com/7280,AB,America/Edmonton,https://www.rexall.ca,,109,Main Street,Milk River,AB,T0K 1M0,,49.1481,-112.087,109 Main Street,Canada,
51639e04-acbf-48d8-993c-7bff509d507d,"France Boivin, David Bolduc, Julie Asselin & Sophie Champagne Pharmacy",d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0355,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,871,Sainte-Geneviève,Chicoutimi,QC,G7G 2E9,,48.4477252,-71.0852213,,Canada,
517fdd6f-b3a7-41c2-bfce-f3cad6528aff,"Second Line & Wellington, Sault Ste Marie",f10d8ca0-ec52-4a28-aabd-9bd3388dab34,6967,REXALL,https://rexall.medmeapp.com/6967,ON,America/Toronto,https://www.rexall.ca,,13,Second Line West,Sault Ste. Marie,ON,P6C 2J1,,46.537414,-84.350857,13 Second Line West,Canada,
51804dda-8314-4f7c-ae29-4362a7a3fa6a,Lovell Drugs 5056,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,NBLY,https://lovelldrugs5056.medmeapp.ca,ON,America/Toronto,www.lovelldrugs5056.com,Unit B,812,John Marks Ave,Kingston,ON,K7K 0J7,,,,,Canada,
51846c72-011b-4418-863b-92293f8cab4b,Stephan Dolarian & Carla Chirinian Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0215,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,5510,de la Côte-des-Neiges,Montréal,QC,H3T 1Y9,,45.4973484,-73.6249338,,Canada,
518cfac3-930b-4b23-95ab-578c79c3c710,Ontario & Friesen Beamsville Rexall,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,422,REXALL,https://rexall.medmeapp.com/422,ON,America/Toronto,https://www.rexall.ca,,4486,Ontario Street,Beamsville,ON,LOR 1B5,,43.174918,-79.477288,4486 Ontario Street,Canada,
518df632-e89d-4fb7-8526-f712ae384cc7,Dawson Creek,c79c2656-0a6d-4e20-98bf-15a775eaae53,2202,SOF,https://saveonfoodspharmacy.medmeapp.com,BC,America/Vancouver,https://www.saveonfoods.com,Unit #1A,11000,8th Street,Dawson Creek,BC,V1G 4K6,,55.760531,-120.236445,Unit #1A-11000 8th Street,Canada,
51b0fda7-38e4-4fc5-8c43-f2a293fd7fd1,SHOPPERS DRUG MART Nymark Plaza,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0917,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,4865,LESLIE ST.,Toronto,ON,M2J 2K8,,43.7791,-79.3648,4865 LESLIE ST.,Canada,
51d5c986-2535-49b1-b4bf-90cbe6c99329,Stonechurch Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://stonechurchpharmacy.medmeapp.ca,ON,America/Toronto,www.stonechurchpharmacy.com,,25,Redmond drive,Hamilton,ON,L8W 3K7,,,,,Canada,
51dad639-1874-44f9-8414-b5269efa3cea,WELLWISE Orillia,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,8470,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,22,COLBORNE STREET W,Orillia,ON,L3V 2Y3,,44.607,-79.4194,22 COLBORNE STREET W,Canada,
51ebdd4d-d207-4aed-9fce-6ba161130595,SHOPPERS DRUG MART Royal City Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0279,SDM,https://shoppersdrugmart.medmeapp.com,BC,America/Vancouver,https://shoppersdrugmart.ca,UNIT 141,610,6TH ST,New Westminster,BC,V3L 3C2,,49.2125,-122.9218,610 6TH ST,Canada,
51f4961d-214f-4741-8714-e92972102307,SHOPPERS DRUG MART Junot & Red River,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1525,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,901,RED RIVER ROAD,Thunder Bay,ON,P7B 1K3,,48.4468,-89.2501,901 RED RIVER ROAD,Canada,
51f736e2-35fe-4e49-8f5c-04b170eb25bd,Fort Frances Clinic Dispensary,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,5576,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,301,Victoria Ave,Fort Frances,ON,P9A 2C1,,48.60787,-93.39266,301	Victoria Ave,Canada,
51fe7e32-c442-48e0-9a9d-33152b31999c,"Alain Houde, Fouad Farah & Joanne Richer Pharmacy",d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0135,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,740,de Buckingham,Buckingham,QC,J8L 2H8,,45.5793599,-75.4120109,,Canada,
520b57fc-93e0-43db-9924-8eb6dfcccca8,Central Ave Swift Current,f10d8ca0-ec52-4a28-aabd-9bd3388dab34,7301,REXALL,https://rexall.medmeapp.com/7301,SK,America/Regina,https://www.rexall.ca,102,1921,Saskatchewan Drive,Swift Current,SK,S9H 5T1,,50.294,-107.801,1921 Saskatchewan Drive,Canada,
520cfb96-ab40-4085-8ee5-09a84bedec58,Pharmasave Holyrood Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://pharmasaveholyrood.medmeapp.com,AB,America/Edmonton,https://pharmasave.com/edmonton-holyrood,,9020,75 Street N.W,Edmonton,AB,T6C 2H4,,,,,Canada,
522a266c-7946-4322-a188-7b7842c5b736,SHOPPERS DRUG MART Princess & Centennial,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1429,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,UNIT # 100,2437,PRINCESS STREET,Kingston,ON,K7M 3G1,,44.2575,-76.5582,2437 PRINCESS STREET,Canada,
522ed0fc-3397-40e1-abef-b9056ad80b2c,Fortinos Stoney Creek Upper Centennial - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4115,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,21,Upper Centennial Pky S,Stoney Creek,ON,L8J 3W2,,43.175521,-79.777825,21 Upper Centennial Pky S,Canada,
5230d694-0c19-409e-a650-cdcd97d1bd32,Atlantic Superstore Sackville Drive - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0351,LCL,https://shoppersdrugmart.medmeapp.com/lcl,NS,America/Halifax,https://shoppersdrugmart.ca,,745,Sackville Dr,Lower Sackville,NS,B4E 2R2,,44.773769,-63.691115,745 Sackville Dr,Canada,
5244ae8e-98b0-483b-8b83-c3fd0e4d202c,Tillicum,c79c2656-0a6d-4e20-98bf-15a775eaae53,923,SOF,https://saveonfoodspharmacy.medmeapp.com,BC,America/Vancouver,https://www.saveonfoods.com,,3170,Tillicum Road,Victoria,BC,V9A 6T2,,48.4544,-123.3959,3170 Tillicum Road,Canada,
52683445-923b-4850-b755-454083890f90,Smyth Medical Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,MEDICAL,https://smythmp.medmeapp.com,ON,America/Toronto,https://www.medicalpharmacies.com,,501,Smith Rd,Ottawa,ON,K1H 8L6,,,,,Canada,
52768ada-68b1-4d72-ac18-f8ec68e720fb,"Joseph Amiel, Jacques-Alexandre Amiel & Josée Beauparlant Pharmacy",d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0156,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,,405,Grand Boulevard,Île Perrot,QC,J7V 4X3,,45.3897774,-73.9626507,,Canada,
52b219df-4f84-48f8-ae6d-fa11e22758d6,North East Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,NBLY,https://northeastpharmacy.medmeapp.ca,AB,America/Edmonton,https://www.pharmachoice.com/locations/north-east-pharmacy/,,7210,"144 Ave, NW",Edmonton,AB,T5C 2R7,,,,,Canada,
52cb2d4e-e005-4de6-a3d0-8f9bd1dce41a,SHOPPERS DRUG MART Park Place Shopping Centre,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0308,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,501,FIRST AVE S,Lethbridge,AB,T1J 4L9,,49.6987,-112.8391,501 FIRST AVE S,Canada,
52e12b23-2c6e-4bc7-b532-1a3708ed54f1,"Church & Front, Toronto",f10d8ca0-ec52-4a28-aabd-9bd3388dab34,8159,REXALL,https://rexall.medmeapp.com/8159,ON,America/Toronto,https://www.rexall.ca,,63,Front Street East,Toronto,ON,M5E 1B3,,43.64834,-79.373842,63 Front Street East,Canada,
52fa6ee6-e296-4ac3-b8ca-8122b78c8bf1,Kortright Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://kortrightpharmacy.medmeapp.ca,ON,America/Toronto,https://www.guardian-ida-pharmacies.ca/en/ontario/guelph/kortright-pharmacy-ltd-7041350,,570,Kortright Rd W,Guelph,Ontario,N1G 3W8,,,,,Canada,
5308df52-31c1-4d16-b9cc-12b61e013187,LONDON DRUGS Heritage Plaza,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0030,LDRUGS,https://londondrugs.medmeapp.com,AB,America/Edmonton,https://www.londondrugs.com,,8330,MacLeod Trail S.E.,Calgary,AB,T2H 2V2,,50.9786569,-114.0699559,8330 MacLeod Trail S.E.,Canada,
5315ec4a-61c7-4733-ba86-5a467a642668,Real Canadian Superstore Bayview Avenue - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1030,LCL,https://shoppersdrugmart.medmeapp.com/lcl,ON,America/Toronto,https://shoppersdrugmart.ca,,15900,Bayview Ave,Aurora,ON,L4G 7Y3,,44.02162,-79.45001,15900 Bayview Ave,Canada,
532a63b4-39cc-4b87-8841-0b4d4c5c9562,SHOPPERS DRUG MART Royal York,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0808,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,,3010,BLOOR ST W,Etobicoke,ON,M8X 1C2,,43.6476,-79.511,3010 BLOOR ST W,Canada,
532e349a-bc13-4300-ba9f-728e7ac255d0,SHOPPERS DRUG MART Parkwood & Panorama,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,4537,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,5049,Parkwood Rd.,Blackfalds,AB,T0M 0J0,,52.38184,-113.78748,,Canada,
534f1a4e-f93d-45fe-b919-63dc712d63bc,Simon Rebillard Pharmacy,d7ffe5f2-0058-452e-bbc4-044cb076a2b4,0186,JCG,https://consultation.jeancoutu.com,QC,America/Toronto,https://www.jeancoutu.com,101,975,Monseigneur-de-Laval,Baie-Saint-Paul,QC,G3Z 2W3,,47.448023,-70.5187571,,Canada,
53532bb9-f335-4beb-bbe4-c21e9861add1,MEDSAVE PHARMACY,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,,https://medsavepharmacy.medmeapp.ca,ON,America/Toronto,https://pharmasave.com/london-medsave/,Unit #103,637,Dundas Street East,London,ON,N5W 2Z1,,,,,Canada,
5355deef-13d3-4480-b393-4244f8754409,SHOPPERS DRUG MART Bayview Village,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0957,SDM,https://shoppersdrugmart.medmeapp.com,ON,America/Toronto,https://shoppersdrugmart.ca,UNIT #7A,2901,BAYVIEW AVENUE,Toronto,ON,M2K 1E6,,43.7692,-79.3856,2901 BAYVIEW AVENUE,Canada,
537085d1-4289-473a-8f5b-233475b36f48,Jasper,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,NBLY,https://rxdrugmartjasper.medmeapp.ca,AB,America/Edmonton,https://www.guardian-ida-remedysrx.ca/en/alberta/jasper/rx-drug-mart-jasper-7027651,,602,Patricia Street,Jasper,AB,T0E 1E0,,,,,Canada,
5387702c-b060-4cd5-a213-e33c7dcdfe72,Consort Pharmacy,f29e80f4-9432-4f10-ae73-ed9bf10c4936,,NBLY,https://consortpharmacy.medmeapp.ca,AB,America/Edmonton,https://www.guardian-ida-remedysrx.ca/en/alberta/consort/consort-pharmacy-7026120,,4906,50th Street,Consort,AB,T0C 1B0,,,,,Canada,
5389f0c6-28c6-4730-ad5c-0951b33a8b8d,SHOPPERS DRUG MART Market Mall,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0414,SDM,https://shoppersdrugmart.medmeapp.com,SK,America/Regina,https://shoppersdrugmart.ca,,2325,PRESTON AVE. S.,Saskatoon,SK,S7J 2G2,,52.1023,-106.621,2325 PRESTON AVE. S.,Canada,
539f219f-7bce-4a59-beed-ca1f70ef2835,Heart Pharmacy Campus,f29e80f4-9432-4f10-ae73-ed9bf10c4936,uviccampus,HEART,https://heartpharmacy.medmeapp.ca,BC,America/Vancouver,www.heartpharmacy.com,Uvic Sub B138,3800,Finnerty Rd.,Victoria,BC,V8P 5C2,,48.465705,-123.307812,,Canada,
53bd0087-97f4-43a2-8e19-9101aa6036fa,LONDON DRUGS Kamloops,fa40ffbf-f16c-435d-b9a4-c69e633eb613,0035,LDRUGS,https://londondrugs.medmeapp.com,BC,America/Vancouver,https://www.londondrugs.com,,450,Lansdowne St,Kamloops,BC,V2C 1Y3,,50.67732984,-120.328849,450 Lansdowne St,Canada,
53c8ef10-818d-4f78-9451-6fc00e3c0bc3,THE ORCHARDS,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,6036,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,2526,66TH STREET SW,Edmonton,AB,T6X 2Z3,,53.40622,-113.44277,2526	66TH STREET SW,Canada,
53dad781-7e63-42c7-9336-f022c3187044,SHOPPERS DRUG MART Ellerslie & 50Th,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,2373,SDM,https://shoppersdrugmart.medmeapp.com,AB,America/Edmonton,https://shoppersdrugmart.ca,,250,WATT COMMON SW,Edmonton,AB,T6X 1X2,,53.4225,-113.4237,250 WATT COMMON SW,Canada,
53fb4fc8-07c5-4652-9fe0-17aae0dac4df,Real Canadian Superstore 17 Street - Loblaw Pharmacy,edfbb1a3-aca2-4ee4-bbbb-9237237736c4,1569,LCL,https://shoppersdrugmart.medmeapp.com/lcl,AB,America/Edmonton,https://shoppersdrugmart.ca,,4410,17 St NW,Edmonton,AB,T6T 0C1,,53.480659,-113.374279,4410 17 St NW,Canada,
5412b4b1-a619-4761-abd8-f94ccf116f39,"MARIO MATHIEU, Pharmacien(ne.s) Propriétaire(s)",edfbb1a3-aca2-4ee4-bbbb-9237237736c4,0047,PHX,https://scheduler.pharmaprix.ca,QC,America/Toronto,https://pharmaprix.ca,,600,PIERRE-CAISSE,ST-JEAN-SUR-RICHELIEU,QC,J3A 1M1,,45.3291,-73.2803,600 PIERRE-CAISSE,Canada,
